Timestamp,Temperature,Humidity
18:11:58 | 10-5-2024,21.06,60.83
18:12:58 | 10-5-2024,21.05,60.87
18:13:58 | 10-5-2024,21.04,60.95
18:14:58 | 10-5-2024,21.04,60.92
18:15:58 | 10-5-2024,21.03,60.85
18:16:58 | 10-5-2024,21.03,60.87
18:17:58 | 10-5-2024,21.02,60.90
18:18:58 | 10-5-2024,21.01,61.03
18:19:58 | 10-5-2024,20.98,61.01
18:20:58 | 10-5-2024,21.00,61.03
18:21:58 | 10-5-2024,20.98,61.05
18:22:58 | 10-5-2024,20.98,61.08
18:23:58 | 10-5-2024,20.97,61.09
18:24:58 | 10-5-2024,20.98,61.12
18:25:58 | 10-5-2024,20.96,61.17
18:26:58 | 10-5-2024,20.95,61.19
18:27:58 | 10-5-2024,20.95,61.21
18:28:58 | 10-5-2024,20.94,61.38
18:29:58 | 10-5-2024,20.92,61.53
18:30:58 | 10-5-2024,20.89,61.71
18:31:58 | 10-5-2024,20.87,61.91
18:32:58 | 10-5-2024,20.85,61.86
18:33:58 | 10-5-2024,20.84,61.58
18:34:58 | 10-5-2024,20.81,61.51
18:35:58 | 10-5-2024,20.80,61.46
18:36:58 | 10-5-2024,20.80,61.67
18:37:58 | 10-5-2024,20.79,61.53
18:38:58 | 10-5-2024,20.79,61.08
18:39:58 | 10-5-2024,20.79,60.95
18:40:58 | 10-5-2024,20.77,61.07
18:41:58 | 10-5-2024,20.75,60.97
18:42:58 | 10-5-2024,20.75,61.01
18:43:58 | 10-5-2024,20.74,60.96
18:44:58 | 10-5-2024,20.71,61.13
18:45:58 | 10-5-2024,20.71,60.90
18:46:58 | 10-5-2024,20.72,60.94
18:47:58 | 10-5-2024,20.73,60.85
18:48:58 | 10-5-2024,20.74,60.98
18:49:58 | 10-5-2024,20.72,60.99
18:50:58 | 10-5-2024,20.67,60.93
18:51:58 | 10-5-2024,20.69,61.03
18:52:58 | 10-5-2024,20.70,61.06
18:53:58 | 10-5-2024,20.70,60.90
18:54:58 | 10-5-2024,20.69,60.75
18:55:58 | 10-5-2024,20.68,60.54
18:56:58 | 10-5-2024,20.68,60.47
18:57:58 | 10-5-2024,20.69,60.18
18:58:58 | 10-5-2024,20.69,60.26
18:59:58 | 10-5-2024,20.69,59.65
19:0:58 | 10-5-2024,20.68,59.46
19:1:58 | 10-5-2024,20.67,59.21
19:2:58 | 10-5-2024,20.67,59.48
19:3:58 | 10-5-2024,20.67,59.61
19:4:58 | 10-5-2024,20.67,59.83
19:5:58 | 10-5-2024,20.69,60.01
19:6:58 | 10-5-2024,20.69,60.14
19:7:58 | 10-5-2024,20.67,60.33
19:8:58 | 10-5-2024,20.67,60.51
19:9:58 | 10-5-2024,20.69,60.62
19:10:58 | 10-5-2024,20.69,60.68
19:11:58 | 10-5-2024,20.69,60.74
19:12:58 | 10-5-2024,20.70,60.85
19:13:58 | 10-5-2024,20.72,60.91
19:14:58 | 10-5-2024,20.70,60.98
19:15:58 | 10-5-2024,20.71,60.90
19:16:58 | 10-5-2024,20.72,60.94
19:17:58 | 10-5-2024,20.72,60.94
19:18:58 | 10-5-2024,20.73,60.96
19:19:58 | 10-5-2024,20.73,60.99
19:20:58 | 10-5-2024,20.72,61.10
19:21:58 | 10-5-2024,20.74,61.28
19:22:58 | 10-5-2024,20.74,61.45
19:23:58 | 10-5-2024,20.74,61.44
19:24:58 | 10-5-2024,20.74,61.83
19:25:58 | 10-5-2024,20.75,62.06
19:26:58 | 10-5-2024,20.74,61.96
19:27:58 | 10-5-2024,20.74,61.90
19:28:58 | 10-5-2024,20.70,61.89
19:29:58 | 10-5-2024,20.70,61.81
19:30:58 | 10-5-2024,20.69,61.78
19:31:58 | 10-5-2024,20.70,61.91
19:32:58 | 10-5-2024,20.62,61.66
19:33:58 | 10-5-2024,20.42,61.76
19:34:58 | 10-5-2024,20.20,62.23
19:35:58 | 10-5-2024,20.00,62.94
19:36:58 | 10-5-2024,19.84,63.51
19:37:58 | 10-5-2024,19.69,64.06
19:38:58 | 10-5-2024,19.56,64.36
19:39:58 | 10-5-2024,19.47,64.81
19:40:58 | 10-5-2024,19.42,65.25
19:41:58 | 10-5-2024,19.38,65.43
19:42:58 | 10-5-2024,19.34,65.67
19:43:58 | 10-5-2024,19.30,65.75
19:44:58 | 10-5-2024,19.18,66.05
19:45:58 | 10-5-2024,19.09,66.44
19:46:58 | 10-5-2024,19.03,66.47
19:47:58 | 10-5-2024,18.96,66.69
19:48:58 | 10-5-2024,18.92,66.62
19:49:58 | 10-5-2024,18.87,66.87
19:50:58 | 10-5-2024,18.82,67.15
19:51:58 | 10-5-2024,18.80,67.34
19:52:58 | 10-5-2024,18.83,67.55
19:53:58 | 10-5-2024,18.88,67.93
19:54:58 | 10-5-2024,18.88,67.35
19:55:58 | 10-5-2024,18.90,67.54
19:56:58 | 10-5-2024,18.92,67.54
19:57:58 | 10-5-2024,18.92,67.18
19:58:58 | 10-5-2024,18.89,67.10
19:59:58 | 10-5-2024,18.90,67.28
20:0:58 | 10-5-2024,18.88,67.36
20:1:58 | 10-5-2024,18.87,67.34
20:2:58 | 10-5-2024,18.85,67.62
20:3:58 | 10-5-2024,18.87,67.71
20:4:58 | 10-5-2024,18.87,67.43
20:5:58 | 10-5-2024,18.86,67.13
20:6:58 | 10-5-2024,18.83,66.92
20:7:58 | 10-5-2024,18.81,67.11
20:8:58 | 10-5-2024,18.84,67.39
20:9:58 | 10-5-2024,18.83,67.23
20:10:58 | 10-5-2024,18.79,67.04
20:11:58 | 10-5-2024,18.78,67.10
20:12:58 | 10-5-2024,18.75,67.28
20:13:58 | 10-5-2024,18.77,67.38
20:14:58 | 10-5-2024,18.80,67.89
20:15:58 | 10-5-2024,18.80,67.86
20:16:58 | 10-5-2024,18.80,67.98
20:17:58 | 10-5-2024,18.80,67.83
20:18:58 | 10-5-2024,18.82,67.93
20:19:58 | 10-5-2024,18.81,67.79
20:20:58 | 10-5-2024,18.80,67.67
20:21:58 | 10-5-2024,18.80,67.77
20:22:58 | 10-5-2024,18.79,67.65
20:23:58 | 10-5-2024,18.78,67.76
20:24:58 | 10-5-2024,18.78,68.00
20:25:58 | 10-5-2024,18.80,67.91
20:26:58 | 10-5-2024,18.77,67.79
20:27:58 | 10-5-2024,18.75,67.84
20:28:58 | 10-5-2024,18.76,67.80
20:29:58 | 10-5-2024,18.79,68.03
20:30:58 | 10-5-2024,18.83,67.97
20:31:58 | 10-5-2024,18.80,67.58
20:32:58 | 10-5-2024,18.75,67.46
20:33:58 | 10-5-2024,18.70,67.50
20:34:58 | 10-5-2024,18.68,67.60
20:35:58 | 10-5-2024,18.67,67.86
20:36:58 | 10-5-2024,18.68,68.00
20:37:58 | 10-5-2024,18.69,68.05
20:38:58 | 10-5-2024,18.69,67.93
20:39:58 | 10-5-2024,18.66,67.75
20:40:58 | 10-5-2024,18.65,67.80
20:41:58 | 10-5-2024,18.66,67.89
20:42:58 | 10-5-2024,18.69,68.10
20:43:58 | 10-5-2024,18.70,67.88
20:44:58 | 10-5-2024,18.68,67.71
20:45:58 | 10-5-2024,18.65,67.51
20:46:58 | 10-5-2024,18.65,67.74
20:47:58 | 10-5-2024,18.63,67.85
20:48:58 | 10-5-2024,18.61,67.84
20:49:58 | 10-5-2024,18.57,67.86
20:50:58 | 10-5-2024,18.54,67.76
20:51:58 | 10-5-2024,18.52,67.95
20:52:58 | 10-5-2024,18.50,68.04
20:53:58 | 10-5-2024,18.51,68.06
20:54:58 | 10-5-2024,18.51,67.89
20:55:58 | 10-5-2024,18.52,68.23
20:56:58 | 10-5-2024,18.56,68.44
20:57:58 | 10-5-2024,18.58,68.28
20:58:58 | 10-5-2024,18.57,68.08
20:59:58 | 10-5-2024,18.62,68.38
21:0:58 | 10-5-2024,18.62,68.13
21:1:58 | 10-5-2024,18.62,67.86
21:2:58 | 10-5-2024,18.63,67.92
21:3:58 | 10-5-2024,18.61,67.75
21:4:58 | 10-5-2024,18.61,67.57
21:5:58 | 10-5-2024,18.60,67.57
21:6:58 | 10-5-2024,18.60,67.61
21:7:58 | 10-5-2024,18.56,67.56
21:8:58 | 10-5-2024,18.57,67.61
21:9:58 | 10-5-2024,18.57,67.49
21:10:58 | 10-5-2024,18.54,67.39
21:11:58 | 10-5-2024,18.56,67.65
21:12:58 | 10-5-2024,18.57,67.56
21:13:58 | 10-5-2024,18.56,67.55
21:14:58 | 10-5-2024,18.54,67.39
21:15:58 | 10-5-2024,18.52,67.26
21:16:58 | 10-5-2024,18.52,67.42
21:17:58 | 10-5-2024,18.52,67.29
21:18:58 | 10-5-2024,18.52,67.33
21:19:58 | 10-5-2024,18.47,67.34
21:20:58 | 10-5-2024,18.47,67.32
21:21:58 | 10-5-2024,18.45,67.23
21:22:58 | 10-5-2024,18.43,67.27
21:23:58 | 10-5-2024,18.43,67.30
21:24:58 | 10-5-2024,18.42,67.32
21:25:58 | 10-5-2024,18.39,67.65
21:26:58 | 10-5-2024,18.40,67.85
21:27:58 | 10-5-2024,18.39,67.80
21:28:58 | 10-5-2024,18.39,67.73
21:29:58 | 10-5-2024,18.37,67.82
21:30:58 | 10-5-2024,18.36,67.62
21:31:58 | 10-5-2024,18.37,67.58
21:32:58 | 10-5-2024,18.34,67.64
21:33:58 | 10-5-2024,18.30,67.50
21:34:58 | 10-5-2024,18.27,67.72
21:35:58 | 10-5-2024,18.24,67.88
21:36:58 | 10-5-2024,18.22,67.99
21:37:58 | 10-5-2024,18.19,68.26
21:38:58 | 10-5-2024,18.29,68.96
21:39:58 | 10-5-2024,18.50,69.04
21:40:58 | 10-5-2024,18.71,68.62
21:41:58 | 10-5-2024,18.89,68.35
21:42:58 | 10-5-2024,18.97,67.88
21:43:58 | 10-5-2024,18.98,67.52
21:44:58 | 10-5-2024,19.04,67.32
21:45:58 | 10-5-2024,19.08,67.23
21:46:58 | 10-5-2024,19.12,67.19
21:47:58 | 10-5-2024,19.14,67.08
21:48:58 | 10-5-2024,19.15,66.96
21:49:58 | 10-5-2024,19.19,66.66
21:50:58 | 10-5-2024,19.20,66.67
21:51:58 | 10-5-2024,19.22,66.72
21:52:58 | 10-5-2024,19.23,66.66
21:53:58 | 10-5-2024,19.23,66.78
21:54:58 | 10-5-2024,19.24,66.66
21:55:58 | 10-5-2024,19.28,66.67
21:56:58 | 10-5-2024,19.30,66.46
21:57:58 | 10-5-2024,19.32,66.59
21:58:58 | 10-5-2024,19.34,66.43
21:59:58 | 10-5-2024,19.33,66.42
22:0:58 | 10-5-2024,19.33,66.33
22:1:57 | 10-5-2024,19.34,66.46
22:2:58 | 10-5-2024,19.36,66.66
22:3:58 | 10-5-2024,19.38,66.56
22:4:57 | 10-5-2024,19.37,66.41
22:5:58 | 10-5-2024,19.37,66.32
22:6:58 | 10-5-2024,19.40,66.28
22:7:57 | 10-5-2024,19.40,66.13
22:8:58 | 10-5-2024,19.40,66.14
22:9:58 | 10-5-2024,19.41,66.14
22:10:57 | 10-5-2024,19.40,66.17
22:11:58 | 10-5-2024,19.39,66.19
22:12:58 | 10-5-2024,19.41,66.12
22:13:57 | 10-5-2024,19.38,66.09
22:14:58 | 10-5-2024,19.39,65.93
22:15:58 | 10-5-2024,19.37,65.87
22:16:57 | 10-5-2024,19.38,65.82
22:17:58 | 10-5-2024,19.39,65.94
22:18:58 | 10-5-2024,19.37,65.80
22:19:58 | 10-5-2024,19.35,65.99
22:20:58 | 10-5-2024,19.36,65.95
22:21:58 | 10-5-2024,19.35,66.07
22:22:58 | 10-5-2024,19.39,66.04
22:23:58 | 10-5-2024,19.36,66.18
22:24:57 | 10-5-2024,19.37,66.15
22:25:58 | 10-5-2024,19.35,66.18
22:26:58 | 10-5-2024,19.35,66.33
22:27:57 | 10-5-2024,19.35,66.29
22:28:58 | 10-5-2024,19.35,66.33
22:29:58 | 10-5-2024,19.39,66.40
22:30:57 | 10-5-2024,19.35,66.61
22:31:58 | 10-5-2024,19.37,66.57
22:32:58 | 10-5-2024,19.37,66.39
22:33:57 | 10-5-2024,19.36,66.41
22:34:58 | 10-5-2024,19.34,66.42
22:35:58 | 10-5-2024,19.38,66.62
22:36:57 | 10-5-2024,19.39,66.35
22:37:58 | 10-5-2024,19.35,66.58
22:38:58 | 10-5-2024,19.39,66.56
22:39:57 | 10-5-2024,19.38,66.86
22:40:58 | 10-5-2024,19.38,66.80
22:41:58 | 10-5-2024,19.40,66.93
22:42:57 | 10-5-2024,19.39,66.95
22:43:58 | 10-5-2024,19.41,66.88
22:44:58 | 10-5-2024,19.42,67.11
22:45:57 | 10-5-2024,19.42,67.21
22:46:58 | 10-5-2024,19.41,66.65
22:47:58 | 10-5-2024,19.38,66.32
22:48:57 | 10-5-2024,19.36,66.35
22:49:58 | 10-5-2024,19.34,66.37
22:50:58 | 10-5-2024,19.30,66.62
22:51:57 | 10-5-2024,19.29,66.61
22:52:58 | 10-5-2024,19.27,66.52
22:53:57 | 10-5-2024,19.25,66.80
22:54:58 | 10-5-2024,19.25,67.04
22:55:58 | 10-5-2024,19.24,66.90
22:56:57 | 10-5-2024,19.24,67.00
22:57:58 | 10-5-2024,19.26,66.95
22:58:57 | 10-5-2024,19.25,66.80
22:59:58 | 10-5-2024,19.24,66.45
23:0:58 | 10-5-2024,19.26,66.70
23:1:57 | 10-5-2024,19.28,66.83
23:2:58 | 10-5-2024,19.29,66.79
23:3:57 | 10-5-2024,19.29,66.65
23:4:57 | 10-5-2024,19.31,67.03
23:5:58 | 10-5-2024,19.31,66.77
23:6:57 | 10-5-2024,19.32,66.29
23:7:57 | 10-5-2024,19.32,65.79
23:8:58 | 10-5-2024,19.27,66.00
23:9:57 | 10-5-2024,19.23,66.20
23:10:58 | 10-5-2024,19.21,66.28
23:11:57 | 10-5-2024,19.19,66.35
23:12:57 | 10-5-2024,19.16,66.51
23:13:58 | 10-5-2024,19.16,66.80
23:14:57 | 10-5-2024,19.17,66.91
23:15:58 | 10-5-2024,19.19,66.94
23:16:57 | 10-5-2024,19.15,67.15
23:17:57 | 10-5-2024,19.17,67.36
23:18:58 | 10-5-2024,19.17,67.47
23:19:57 | 10-5-2024,19.21,67.45
23:20:57 | 10-5-2024,19.22,67.45
23:21:58 | 10-5-2024,19.24,67.36
23:22:57 | 10-5-2024,19.24,67.59
23:23:58 | 10-5-2024,19.23,67.65
23:24:57 | 10-5-2024,19.23,67.75
23:25:57 | 10-5-2024,19.22,67.84
23:26:58 | 10-5-2024,19.24,67.83
23:27:57 | 10-5-2024,19.23,67.86
23:28:57 | 10-5-2024,19.22,67.98
23:29:58 | 10-5-2024,19.26,67.88
23:30:57 | 10-5-2024,19.24,67.98
23:31:57 | 10-5-2024,19.27,68.13
23:32:57 | 10-5-2024,19.27,68.18
23:33:57 | 10-5-2024,19.31,68.12
23:34:58 | 10-5-2024,19.29,68.13
23:35:57 | 10-5-2024,19.28,68.09
23:36:57 | 10-5-2024,19.28,68.09
23:37:58 | 10-5-2024,19.31,68.05
23:38:57 | 10-5-2024,19.29,67.97
23:39:57 | 10-5-2024,19.27,68.04
23:40:58 | 10-5-2024,19.29,68.05
23:41:57 | 10-5-2024,19.29,68.06
23:42:57 | 10-5-2024,19.29,67.96
23:43:58 | 10-5-2024,19.26,68.07
23:44:57 | 10-5-2024,19.27,68.18
23:45:57 | 10-5-2024,19.27,68.53
23:46:58 | 10-5-2024,19.27,68.44
23:47:57 | 10-5-2024,19.30,68.30
23:48:57 | 10-5-2024,19.26,68.21
23:49:58 | 10-5-2024,19.26,68.33
23:50:57 | 10-5-2024,19.26,68.23
23:51:57 | 10-5-2024,19.27,68.18
23:52:57 | 10-5-2024,19.27,68.12
23:53:57 | 10-5-2024,19.24,68.46
23:54:57 | 10-5-2024,19.26,68.56
23:55:57 | 10-5-2024,19.28,68.40
23:56:57 | 10-5-2024,19.27,68.48
23:57:58 | 10-5-2024,19.27,68.65
23:58:57 | 10-5-2024,19.27,68.67
23:59:57 | 10-5-2024,19.26,68.80
0:0:57 | 11-5-2024,19.27,68.69
0:1:57 | 11-5-2024,19.25,67.99
0:2:57 | 11-5-2024,19.21,67.80
0:3:57 | 11-5-2024,19.15,67.79
0:4:57 | 11-5-2024,19.09,67.91
0:5:57 | 11-5-2024,19.04,67.89
0:6:57 | 11-5-2024,18.98,67.84
0:7:57 | 11-5-2024,18.95,67.79
0:8:57 | 11-5-2024,18.93,68.29
0:9:58 | 11-5-2024,18.91,68.34
0:10:57 | 11-5-2024,18.89,68.43
0:11:57 | 11-5-2024,18.92,68.33
0:12:57 | 11-5-2024,18.92,68.31
0:13:57 | 11-5-2024,18.94,68.39
0:14:57 | 11-5-2024,18.97,68.23
0:15:57 | 11-5-2024,18.95,68.18
0:16:57 | 11-5-2024,18.96,68.22
0:17:57 | 11-5-2024,18.98,68.27
0:18:57 | 11-5-2024,18.96,68.32
0:19:57 | 11-5-2024,18.98,68.39
0:20:57 | 11-5-2024,19.00,68.27
0:21:57 | 11-5-2024,19.01,68.12
0:22:57 | 11-5-2024,19.00,68.19
0:23:57 | 11-5-2024,19.02,68.23
0:24:57 | 11-5-2024,18.99,68.23
0:25:57 | 11-5-2024,19.00,68.19
0:26:57 | 11-5-2024,19.00,68.30
0:27:57 | 11-5-2024,18.99,68.36
0:28:57 | 11-5-2024,18.98,68.36
0:29:57 | 11-5-2024,18.99,68.28
0:30:57 | 11-5-2024,19.00,68.20
0:31:57 | 11-5-2024,18.97,68.23
0:32:57 | 11-5-2024,18.95,68.32
0:33:57 | 11-5-2024,18.96,68.34
0:34:57 | 11-5-2024,18.98,68.33
0:35:57 | 11-5-2024,18.99,68.25
0:36:57 | 11-5-2024,18.98,68.10
0:37:57 | 11-5-2024,18.98,68.06
0:38:57 | 11-5-2024,18.98,68.16
0:39:57 | 11-5-2024,18.98,68.06
0:40:57 | 11-5-2024,18.98,68.02
0:41:57 | 11-5-2024,18.98,68.20
0:42:57 | 11-5-2024,18.95,68.17
0:43:57 | 11-5-2024,18.95,68.27
0:44:57 | 11-5-2024,18.96,68.16
0:45:57 | 11-5-2024,18.97,68.03
0:46:57 | 11-5-2024,18.96,67.92
0:47:57 | 11-5-2024,18.95,68.02
0:48:57 | 11-5-2024,18.94,68.05
0:49:57 | 11-5-2024,18.95,68.02
0:50:57 | 11-5-2024,18.95,68.15
0:51:57 | 11-5-2024,18.98,68.16
0:52:57 | 11-5-2024,18.95,68.23
0:53:57 | 11-5-2024,18.95,68.21
0:54:57 | 11-5-2024,18.97,68.19
0:55:57 | 11-5-2024,18.97,68.15
0:56:57 | 11-5-2024,18.93,68.21
0:57:57 | 11-5-2024,18.97,68.08
0:58:57 | 11-5-2024,18.96,68.02
0:59:57 | 11-5-2024,18.95,68.02
1:0:57 | 11-5-2024,18.93,68.07
1:1:57 | 11-5-2024,18.92,68.05
1:2:57 | 11-5-2024,18.95,68.05
1:3:57 | 11-5-2024,18.97,68.13
1:4:57 | 11-5-2024,18.93,67.81
1:5:57 | 11-5-2024,18.93,67.85
1:6:57 | 11-5-2024,18.92,67.94
1:7:57 | 11-5-2024,18.91,67.83
1:8:57 | 11-5-2024,18.88,67.82
1:9:57 | 11-5-2024,18.88,67.96
1:10:57 | 11-5-2024,18.88,67.84
1:11:57 | 11-5-2024,18.87,67.84
1:12:57 | 11-5-2024,18.90,67.71
1:13:57 | 11-5-2024,18.87,67.72
1:14:57 | 11-5-2024,18.87,67.72
1:15:57 | 11-5-2024,18.87,67.59
1:16:57 | 11-5-2024,18.86,67.68
1:17:57 | 11-5-2024,18.85,67.50
1:18:57 | 11-5-2024,18.86,67.47
1:19:57 | 11-5-2024,18.83,67.45
1:20:57 | 11-5-2024,18.83,67.48
1:21:57 | 11-5-2024,18.84,67.48
1:22:57 | 11-5-2024,18.84,67.36
1:23:57 | 11-5-2024,18.84,67.28
1:24:57 | 11-5-2024,18.83,67.34
1:25:57 | 11-5-2024,18.80,67.43
1:26:57 | 11-5-2024,18.78,67.32
1:27:57 | 11-5-2024,18.80,67.15
1:28:57 | 11-5-2024,18.83,67.21
1:29:57 | 11-5-2024,18.81,67.32
1:30:57 | 11-5-2024,18.79,67.23
1:31:57 | 11-5-2024,18.80,67.26
1:32:57 | 11-5-2024,18.81,67.27
1:33:57 | 11-5-2024,18.82,67.14
1:34:57 | 11-5-2024,18.79,67.06
1:35:57 | 11-5-2024,18.82,67.07
1:36:57 | 11-5-2024,18.81,67.02
1:37:57 | 11-5-2024,18.80,66.93
1:38:57 | 11-5-2024,18.80,66.91
1:39:57 | 11-5-2024,18.77,66.94
1:40:57 | 11-5-2024,18.75,66.84
1:41:57 | 11-5-2024,18.76,66.87
1:42:57 | 11-5-2024,18.73,66.85
1:43:57 | 11-5-2024,18.71,66.89
1:44:57 | 11-5-2024,18.73,66.86
1:45:57 | 11-5-2024,18.73,66.79
1:46:57 | 11-5-2024,18.71,66.84
1:47:57 | 11-5-2024,18.69,66.73
1:48:57 | 11-5-2024,18.67,66.81
1:49:57 | 11-5-2024,18.66,66.89
1:50:57 | 11-5-2024,18.65,66.87
1:51:57 | 11-5-2024,18.61,66.95
1:52:57 | 11-5-2024,18.62,66.96
1:53:57 | 11-5-2024,18.64,66.85
1:54:57 | 11-5-2024,18.63,66.79
1:55:57 | 11-5-2024,18.62,66.86
1:56:57 | 11-5-2024,18.61,66.83
1:57:57 | 11-5-2024,18.60,66.88
1:58:57 | 11-5-2024,18.59,66.83
1:59:57 | 11-5-2024,18.58,66.94
2:0:57 | 11-5-2024,18.55,66.95
2:1:57 | 11-5-2024,18.57,67.08
2:2:57 | 11-5-2024,18.53,66.99
2:3:57 | 11-5-2024,18.53,67.07
2:4:57 | 11-5-2024,18.52,67.19
2:5:57 | 11-5-2024,18.54,67.17
2:6:57 | 11-5-2024,18.54,67.18
2:7:57 | 11-5-2024,18.52,67.16
2:8:57 | 11-5-2024,18.56,67.13
2:9:57 | 11-5-2024,18.57,67.09
2:10:57 | 11-5-2024,18.56,67.16
2:11:57 | 11-5-2024,18.56,67.16
2:12:57 | 11-5-2024,18.55,67.13
2:13:57 | 11-5-2024,18.54,67.23
2:14:57 | 11-5-2024,18.53,67.16
2:15:57 | 11-5-2024,18.53,67.15
2:16:57 | 11-5-2024,18.55,67.16
2:17:57 | 11-5-2024,18.55,66.95
2:18:57 | 11-5-2024,18.54,66.90
2:19:57 | 11-5-2024,18.55,66.89
2:20:57 | 11-5-2024,18.54,66.92
2:21:57 | 11-5-2024,18.54,66.81
2:22:57 | 11-5-2024,18.53,66.84
2:23:57 | 11-5-2024,18.53,66.91
2:24:57 | 11-5-2024,18.53,66.88
2:25:57 | 11-5-2024,18.53,66.76
2:26:57 | 11-5-2024,18.52,66.83
2:27:57 | 11-5-2024,18.53,66.93
2:28:57 | 11-5-2024,18.52,66.81
2:29:57 | 11-5-2024,18.51,66.96
2:30:57 | 11-5-2024,18.51,66.94
2:31:57 | 11-5-2024,18.53,66.88
2:32:57 | 11-5-2024,18.48,66.96
2:33:57 | 11-5-2024,18.52,66.96
2:34:57 | 11-5-2024,18.49,66.72
2:35:57 | 11-5-2024,18.49,66.69
2:36:57 | 11-5-2024,18.49,66.65
2:37:57 | 11-5-2024,18.46,66.73
2:38:57 | 11-5-2024,18.46,66.77
2:39:57 | 11-5-2024,18.45,66.59
2:40:57 | 11-5-2024,18.48,66.61
2:41:57 | 11-5-2024,18.48,66.47
2:42:57 | 11-5-2024,18.50,66.60
2:43:57 | 11-5-2024,18.48,66.70
2:44:57 | 11-5-2024,18.48,66.63
2:45:57 | 11-5-2024,18.46,66.66
2:46:57 | 11-5-2024,18.44,66.47
2:47:57 | 11-5-2024,18.42,66.51
2:48:57 | 11-5-2024,18.39,66.57
2:49:57 | 11-5-2024,18.42,66.69
2:50:57 | 11-5-2024,18.42,66.73
2:51:57 | 11-5-2024,18.43,66.75
2:52:57 | 11-5-2024,18.43,66.70
2:53:57 | 11-5-2024,18.41,66.78
2:54:57 | 11-5-2024,18.43,66.68
2:55:57 | 11-5-2024,18.42,66.55
2:56:57 | 11-5-2024,18.40,66.59
2:57:57 | 11-5-2024,18.42,66.58
2:58:57 | 11-5-2024,18.39,66.43
2:59:57 | 11-5-2024,18.38,66.51
3:0:57 | 11-5-2024,18.38,66.58
3:1:57 | 11-5-2024,18.35,66.61
3:2:57 | 11-5-2024,18.37,66.56
3:3:57 | 11-5-2024,18.37,66.72
3:4:57 | 11-5-2024,18.34,66.71
3:5:57 | 11-5-2024,18.34,66.75
3:6:57 | 11-5-2024,18.36,66.79
3:7:57 | 11-5-2024,18.33,66.77
3:8:57 | 11-5-2024,18.33,66.83
3:9:57 | 11-5-2024,18.32,66.88
3:10:57 | 11-5-2024,18.33,67.01
3:11:57 | 11-5-2024,18.32,67.05
3:12:57 | 11-5-2024,18.33,67.12
3:13:57 | 11-5-2024,18.37,67.19
3:14:57 | 11-5-2024,18.38,67.21
3:15:57 | 11-5-2024,18.36,67.04
3:16:57 | 11-5-2024,18.35,66.95
3:17:57 | 11-5-2024,18.37,67.11
3:18:57 | 11-5-2024,18.37,67.16
3:19:57 | 11-5-2024,18.39,67.07
3:20:57 | 11-5-2024,18.39,67.03
3:21:57 | 11-5-2024,18.39,67.13
3:22:57 | 11-5-2024,18.38,67.26
3:23:57 | 11-5-2024,18.38,67.19
3:24:57 | 11-5-2024,18.40,67.30
3:25:57 | 11-5-2024,18.43,67.21
3:26:57 | 11-5-2024,18.42,67.15
3:27:57 | 11-5-2024,18.44,67.08
3:28:57 | 11-5-2024,18.46,66.98
3:29:57 | 11-5-2024,18.47,67.00
3:30:57 | 11-5-2024,18.46,66.94
3:31:57 | 11-5-2024,18.48,66.99
3:32:57 | 11-5-2024,18.47,66.83
3:33:57 | 11-5-2024,18.46,66.98
3:34:57 | 11-5-2024,18.51,66.86
3:35:57 | 11-5-2024,18.48,66.71
3:36:57 | 11-5-2024,18.46,66.62
3:37:57 | 11-5-2024,18.46,66.65
3:38:57 | 11-5-2024,18.46,66.68
3:39:57 | 11-5-2024,18.48,66.47
3:40:57 | 11-5-2024,18.48,66.58
3:41:57 | 11-5-2024,18.51,66.48
3:42:57 | 11-5-2024,18.49,66.56
3:43:57 | 11-5-2024,18.48,66.69
3:44:57 | 11-5-2024,18.50,66.56
3:45:57 | 11-5-2024,18.54,66.48
3:46:57 | 11-5-2024,18.53,66.26
3:47:57 | 11-5-2024,18.52,66.31
3:48:57 | 11-5-2024,18.53,66.23
3:49:57 | 11-5-2024,18.54,65.98
3:50:57 | 11-5-2024,18.54,65.79
3:51:57 | 11-5-2024,18.55,65.76
3:52:57 | 11-5-2024,18.55,65.66
3:53:57 | 11-5-2024,18.54,65.62
3:54:57 | 11-5-2024,18.54,65.81
3:55:57 | 11-5-2024,18.52,65.78
3:56:57 | 11-5-2024,18.53,65.71
3:57:57 | 11-5-2024,18.53,65.73
3:58:57 | 11-5-2024,18.54,65.75
3:59:57 | 11-5-2024,18.55,65.71
4:0:57 | 11-5-2024,18.55,65.63
4:1:57 | 11-5-2024,18.53,65.69
4:2:57 | 11-5-2024,18.57,65.62
4:3:57 | 11-5-2024,18.55,65.58
4:4:57 | 11-5-2024,18.54,65.59
4:5:57 | 11-5-2024,18.55,65.71
4:6:57 | 11-5-2024,18.57,65.71
4:7:57 | 11-5-2024,18.55,65.86
4:8:57 | 11-5-2024,18.54,65.98
4:9:57 | 11-5-2024,18.54,65.83
4:10:57 | 11-5-2024,18.56,65.82
4:11:57 | 11-5-2024,18.56,65.96
4:12:57 | 11-5-2024,18.58,65.80
4:13:57 | 11-5-2024,18.54,65.89
4:14:57 | 11-5-2024,18.56,65.61
4:15:57 | 11-5-2024,18.55,65.68
4:16:57 | 11-5-2024,18.54,65.75
4:17:57 | 11-5-2024,18.55,65.68
4:18:57 | 11-5-2024,18.51,65.67
